basis_of_estimate,date,product,product_category,sector,CO2,CO2_3m_mean,CO2_12m_mean,YoY_change_percent_1m,YoY_change_percent_3m_mean,YoY_change_absolute_1m,YoY_change_absolute_3m_mean,include_in_totals,unit
adjusted to NBS numbers,2003-03-31,Natural Gas,Gas,Total,NA,NA,4.798517315450842,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2003-04-30,Natural Gas,Gas,Total,NA,NA,4.798517315450842,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2003-05-31,Natural Gas,Gas,Total,NA,NA,4.798517315450842,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2003-06-30,Natural Gas,Gas,Total,NA,NA,4.798517315450842,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2003-07-31,Natural Gas,Gas,Total,NA,NA,4.798517315450842,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2003-08-31,Natural Gas,Gas,Total,NA,NA,4.798517315450842,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2003-09-30,Natural Gas,Gas,Total,NA,NA,4.798517315450842,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2003-10-31,Natural Gas,Gas,Total,NA,NA,4.798517315450842,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2003-11-30,Natural Gas,Gas,Total,NA,NA,4.798517315450842,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2003-12-31,Natural Gas,Gas,Total,5.575250998228729,5.575250998228729,5.575250998228729,0.16186951754386025,0.16186951754386025,0.7767336827778868,0.7767336827778868,TRUE,MtCO2/month
adjusted to NBS numbers,2004-01-31,Natural Gas,Gas,Total,NA,5.575250998228729,5.575250998228729,NA,0.16186951754386025,NA,0.7767336827778868,NA,MtCO2/month
adjusted to NBS numbers,2004-02-29,Natural Gas,Gas,Total,NA,5.575250998228729,5.575250998228729,NA,0.16186951754386025,NA,0.7767336827778868,NA,MtCO2/month
adjusted to NBS numbers,2004-03-31,Natural Gas,Gas,Total,NA,NA,5.575250998228729,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2004-04-30,Natural Gas,Gas,Total,NA,NA,5.575250998228729,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2004-05-31,Natural Gas,Gas,Total,NA,NA,5.575250998228729,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2004-06-30,Natural Gas,Gas,Total,NA,NA,5.575250998228729,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2004-07-31,Natural Gas,Gas,Total,NA,NA,5.575250998228729,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2004-08-31,Natural Gas,Gas,Total,NA,NA,5.575250998228729,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2004-09-30,Natural Gas,Gas,Total,NA,NA,5.575250998228729,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2004-10-31,Natural Gas,Gas,Total,NA,NA,5.575250998228729,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2004-11-30,Natural Gas,Gas,Total,NA,NA,5.575250998228729,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2004-12-31,Natural Gas,Gas,Total,6.522968033403037,6.522968033403037,6.522968033403037,0.16998643387990975,0.16998643387990975,0.9477170351743087,0.9477170351743087,TRUE,MtCO2/month
adjusted to NBS numbers,2005-01-31,Natural Gas,Gas,Total,NA,6.522968033403037,6.522968033403037,NA,0.16998643387990975,NA,0.9477170351743087,NA,MtCO2/month
adjusted to NBS numbers,2005-02-28,Natural Gas,Gas,Total,NA,6.522968033403037,6.522968033403037,NA,0.16998643387990975,NA,0.9477170351743087,NA,MtCO2/month
adjusted to NBS numbers,2005-03-31,Natural Gas,Gas,Total,NA,NA,6.522968033403037,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2005-04-30,Natural Gas,Gas,Total,NA,NA,6.522968033403037,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2005-05-31,Natural Gas,Gas,Total,NA,NA,6.522968033403037,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2005-06-30,Natural Gas,Gas,Total,NA,NA,6.522968033403037,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2005-07-31,Natural Gas,Gas,Total,NA,NA,6.522968033403037,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2005-08-31,Natural Gas,Gas,Total,NA,NA,6.522968033403037,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2005-09-30,Natural Gas,Gas,Total,NA,NA,6.522968033403037,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2005-10-31,Natural Gas,Gas,Total,NA,NA,6.522968033403037,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2005-11-30,Natural Gas,Gas,Total,NA,NA,6.522968033403037,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2005-12-31,Natural Gas,Gas,Total,7.663499372838769,7.663499372838769,7.663499372838769,0.1748485250265308,0.1748485250265308,1.1405313394357313,1.1405313394357313,TRUE,MtCO2/month
adjusted to NBS numbers,2006-01-31,Natural Gas,Gas,Total,NA,7.663499372838769,7.663499372838769,NA,0.1748485250265308,NA,1.1405313394357313,NA,MtCO2/month
adjusted to NBS numbers,2006-02-28,Natural Gas,Gas,Total,NA,7.663499372838769,7.663499372838769,NA,0.1748485250265308,NA,1.1405313394357313,NA,MtCO2/month
adjusted to NBS numbers,2006-03-31,Natural Gas,Gas,Total,NA,NA,7.663499372838769,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2006-04-30,Natural Gas,Gas,Total,NA,NA,7.663499372838769,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2006-05-31,Natural Gas,Gas,Total,NA,NA,7.663499372838769,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2006-06-30,Natural Gas,Gas,Total,NA,NA,7.663499372838769,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2006-07-31,Natural Gas,Gas,Total,NA,NA,7.663499372838769,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2006-08-31,Natural Gas,Gas,Total,NA,NA,7.663499372838769,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2006-09-30,Natural Gas,Gas,Total,NA,NA,7.663499372838769,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2006-10-31,Natural Gas,Gas,Total,NA,NA,7.663499372838769,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2006-11-30,Natural Gas,Gas,Total,NA,NA,7.663499372838769,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2006-12-31,Natural Gas,Gas,Total,9.42681780152722,9.42681780152722,9.42681780152722,0.23009311319813808,0.23009311319813808,1.763318428688451,1.763318428688451,TRUE,MtCO2/month
adjusted to NBS numbers,2007-01-31,Natural Gas,Gas,Total,NA,9.42681780152722,9.42681780152722,NA,0.23009311319813808,NA,1.763318428688451,NA,MtCO2/month
adjusted to NBS numbers,2007-02-28,Natural Gas,Gas,Total,NA,9.42681780152722,9.42681780152722,NA,0.23009311319813808,NA,1.763318428688451,NA,MtCO2/month
adjusted to NBS numbers,2007-03-31,Natural Gas,Gas,Total,NA,NA,9.42681780152722,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2007-04-30,Natural Gas,Gas,Total,NA,NA,9.42681780152722,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2007-05-31,Natural Gas,Gas,Total,NA,NA,9.42681780152722,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2007-06-30,Natural Gas,Gas,Total,NA,NA,9.42681780152722,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2007-07-31,Natural Gas,Gas,Total,NA,NA,9.42681780152722,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2007-08-31,Natural Gas,Gas,Total,NA,NA,9.42681780152722,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2007-09-30,Natural Gas,Gas,Total,NA,NA,9.42681780152722,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2007-10-31,Natural Gas,Gas,Total,NA,NA,9.42681780152722,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2007-11-30,Natural Gas,Gas,Total,NA,NA,9.42681780152722,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2007-12-31,Natural Gas,Gas,Total,11.595618485448744,11.595618485448744,11.595618485448744,0.2300671053141774,0.2300671053141774,2.168800683921525,2.168800683921525,TRUE,MtCO2/month
adjusted to NBS numbers,2008-01-31,Natural Gas,Gas,Total,NA,11.595618485448744,11.595618485448744,NA,0.2300671053141774,NA,2.168800683921525,NA,MtCO2/month
adjusted to NBS numbers,2008-02-29,Natural Gas,Gas,Total,NA,11.595618485448744,11.595618485448744,NA,0.2300671053141774,NA,2.168800683921525,NA,MtCO2/month
adjusted to NBS numbers,2008-03-31,Natural Gas,Gas,Total,NA,NA,11.595618485448744,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2008-04-30,Natural Gas,Gas,Total,NA,NA,11.595618485448744,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2008-05-31,Natural Gas,Gas,Total,NA,NA,11.595618485448744,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2008-06-30,Natural Gas,Gas,Total,NA,NA,11.595618485448744,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2008-07-31,Natural Gas,Gas,Total,NA,NA,11.595618485448744,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2008-08-31,Natural Gas,Gas,Total,NA,NA,11.595618485448744,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2008-09-30,Natural Gas,Gas,Total,NA,NA,11.595618485448744,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2008-10-31,Natural Gas,Gas,Total,NA,NA,11.595618485448744,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2008-11-30,Natural Gas,Gas,Total,NA,NA,11.595618485448744,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2008-12-31,Natural Gas,Gas,Total,13.36649977368549,13.36649977368549,13.36649977368549,0.15271986487473788,0.15271986487473788,1.7708812882367457,1.7708812882367457,TRUE,MtCO2/month
adjusted to NBS numbers,2009-01-31,Natural Gas,Gas,Total,NA,13.36649977368549,13.36649977368549,NA,0.15271986487473788,NA,1.7708812882367457,NA,MtCO2/month
adjusted to NBS numbers,2009-02-28,Natural Gas,Gas,Total,NA,13.36649977368549,13.36649977368549,NA,0.15271986487473788,NA,1.7708812882367457,NA,MtCO2/month
adjusted to NBS numbers,2009-03-31,Natural Gas,Gas,Total,NA,NA,13.36649977368549,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2009-04-30,Natural Gas,Gas,Total,NA,NA,13.36649977368549,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2009-05-31,Natural Gas,Gas,Total,NA,NA,13.36649977368549,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2009-06-30,Natural Gas,Gas,Total,NA,NA,13.36649977368549,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2009-07-31,Natural Gas,Gas,Total,NA,NA,13.36649977368549,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2009-08-31,Natural Gas,Gas,Total,NA,NA,13.36649977368549,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2009-09-30,Natural Gas,Gas,Total,NA,NA,13.36649977368549,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2009-10-31,Natural Gas,Gas,Total,NA,NA,13.36649977368549,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2009-11-30,Natural Gas,Gas,Total,NA,NA,13.36649977368549,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2009-12-31,Natural Gas,Gas,Total,14.719110265031341,14.719110265031341,14.719110265031341,0.10119406832361033,0.10119406832361033,1.3526104913458514,1.3526104913458514,TRUE,MtCO2/month
adjusted to NBS numbers,2010-01-31,Natural Gas,Gas,Total,NA,14.719110265031341,14.719110265031341,NA,0.10119406832361033,NA,1.3526104913458514,NA,MtCO2/month
adjusted to NBS numbers,2010-02-28,Natural Gas,Gas,Total,NA,14.719110265031341,14.719110265031341,NA,0.10119406832361033,NA,1.3526104913458514,NA,MtCO2/month
adjusted to NBS numbers,2010-03-31,Natural Gas,Gas,Total,NA,NA,14.719110265031341,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2010-04-30,Natural Gas,Gas,Total,NA,NA,14.719110265031341,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2010-05-31,Natural Gas,Gas,Total,NA,NA,14.719110265031341,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2010-06-30,Natural Gas,Gas,Total,NA,NA,14.719110265031341,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2010-07-31,Natural Gas,Gas,Total,NA,NA,14.719110265031341,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2010-08-31,Natural Gas,Gas,Total,NA,NA,14.719110265031341,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2010-09-30,Natural Gas,Gas,Total,NA,NA,14.719110265031341,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2010-10-31,Natural Gas,Gas,Total,NA,NA,14.719110265031341,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2010-11-30,Natural Gas,Gas,Total,NA,NA,14.719110265031341,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2010-12-31,Natural Gas,Gas,Total,17.7616674769338,17.7616674769338,17.7616674769338,0.20670795701087696,0.20670795701087696,3.042557211902457,3.042557211902457,TRUE,MtCO2/month
adjusted to NBS numbers,2011-01-31,Natural Gas,Gas,Total,NA,17.7616674769338,17.7616674769338,NA,0.20670795701087696,NA,3.042557211902457,NA,MtCO2/month
adjusted to NBS numbers,2011-02-28,Natural Gas,Gas,Total,NA,17.7616674769338,17.7616674769338,NA,0.20670795701087696,NA,3.042557211902457,NA,MtCO2/month
adjusted to NBS numbers,2011-03-31,Natural Gas,Gas,Total,NA,NA,17.7616674769338,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2011-04-30,Natural Gas,Gas,Total,NA,NA,17.7616674769338,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2011-05-31,Natural Gas,Gas,Total,NA,NA,17.7616674769338,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2011-06-30,Natural Gas,Gas,Total,NA,NA,17.7616674769338,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2011-07-31,Natural Gas,Gas,Total,NA,NA,17.7616674769338,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2011-08-31,Natural Gas,Gas,Total,NA,NA,17.7616674769338,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2011-09-30,Natural Gas,Gas,Total,NA,NA,17.7616674769338,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2011-10-31,Natural Gas,Gas,Total,NA,NA,17.7616674769338,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2011-11-30,Natural Gas,Gas,Total,NA,NA,17.7616674769338,NA,NA,NA,NA,NA,MtCO2/month
adjusted to NBS numbers,2011-12-31,Natural Gas,Gas,Total,22.050414054011483,22.050414054011483,22.050414054011483,0.24146080781251356,0.24146080781251356,4.288746577077685,4.288746577077685,TRUE,MtCO2/month
adjusted to NBS numbers,2012-01-31,Natural Gas,Gas,Total,28.436930364818654,25.243672209415067,25.243672209415067,NA,0.42124449983076073,NA,7.482004732481268,TRUE,MtCO2/month
adjusted to NBS numbers,2012-02-29,Natural Gas,Gas,Total,27.577565696518747,26.021636705116293,26.021636705116293,NA,0.46504469464419995,NA,8.259969228182495,TRUE,MtCO2/month
adjusted to NBS numbers,2012-03-31,Natural Gas,Gas,Total,28.79252651957021,28.269007526969204,26.714359158729774,NA,NA,NA,NA,TRUE,MtCO2/month
adjusted to NBS numbers,2012-04-30,Natural Gas,Gas,Total,15.120655685067442,23.830249300385468,24.39561846399731,NA,NA,NA,NA,TRUE,MtCO2/month
adjusted to NBS numbers,2012-05-31,Natural Gas,Gas,Total,19.444178824732848,21.119120343123498,23.570378524119896,NA,NA,NA,NA,TRUE,MtCO2/month
adjusted to NBS numbers,2012-06-30,Natural Gas,Gas,Total,23.288228322695836,19.284354277498707,23.530071352487887,NA,NA,NA,NA,TRUE,MtCO2/month
adjusted to NBS numbers,2012-07-31,Natural Gas,Gas,Total,23.598115889045154,22.11017434549128,23.538576919557546,NA,NA,NA,NA,TRUE,MtCO2/month
adjusted to NBS numbers,2012-08-31,Natural Gas,Gas,Total,22.522565251406807,23.1363031543826,23.425686734207464,NA,NA,NA,NA,TRUE,MtCO2/month
adjusted to NBS numbers,2012-09-30,Natural Gas,Gas,Total,24.075838295136652,23.39883981186287,23.490701890300382,NA,NA,NA,NA,TRUE,MtCO2/month
adjusted to NBS numbers,2012-10-31,Natural Gas,Gas,Total,25.0011587772093,23.866520774584252,23.62801615274665,NA,NA,NA,NA,TRUE,MtCO2/month
adjusted to NBS numbers,2012-11-30,Natural Gas,Gas,Total,27.093154501667932,25.390050524671295,23.916777681823422,NA,NA,NA,NA,TRUE,MtCO2/month
adjusted to NBS numbers,2012-12-31,Natural Gas,Gas,Total,29.78968723086287,27.294666836580035,24.561717113227704,0.35098085495784304,0.2378301273492187,7.739273176851388,5.244252782568552,TRUE,MtCO2/month
adjusted to NBS numbers,2013-01-31,Natural Gas,Gas,Total,29.921781153235603,28.93487429525547,24.685454678929116,0.05221557915596842,0.1462228654856208,1.4848507884169493,3.691202085840402,TRUE,MtCO2/month
adjusted to NBS numbers,2013-02-28,Natural Gas,Gas,Total,27.579153723258795,29.096874035785756,24.68558701449079,5.758400714284129e-5,0.11818001171558978,0.0015880267400483206,3.075237330669463,TRUE,MtCO2/month
adjusted to NBS numbers,2013-03-31,Natural Gas,Gas,Total,26.366088600207817,27.95567449223407,24.48338385454392,-0.08427318518620275,-0.01108397719432519,-2.4264379193623924,-0.31333303473513396,TRUE,MtCO2/month
adjusted to NBS numbers,2013-04-30,Natural Gas,Gas,Total,27.815949554271416,27.253730625912677,25.54132501031092,0.839599428333081,0.14366116285119324,12.695293869203974,3.4234813255272094,TRUE,MtCO2/month
adjusted to NBS numbers,2013-05-31,Natural Gas,Gas,Total,26.202938277684073,26.794992144054437,26.104554964723523,0.34759809163831257,0.26875512373217925,6.7587594529512245,5.675871800930938,TRUE,MtCO2/month
adjusted to NBS numbers,2013-06-30,Natural Gas,Gas,Total,25.994876021569013,26.6712546178415,26.330108939629618,0.11622385616321784,0.3830514744775224,2.7066476988731765,7.386900340342795,TRUE,MtCO2/month
adjusted to NBS numbers,2013-07-31,Natural Gas,Gas,Total,26.033261004699746,26.07702510131761,26.533037699267503,0.10319235345331323,0.1794129116234333,2.435145115654592,3.9668507558263286,TRUE,MtCO2/month
adjusted to NBS numbers,2013-08-31,Natural Gas,Gas,Total,27.91474469485808,26.647627240375613,26.982385986221775,0.23941231308518307,0.15176686018344632,5.392179443451273,3.5113240859930137,TRUE,MtCO2/month
adjusted to NBS numbers,2013-09-30,Natural Gas,Gas,Total,26.80143025535478,26.916478651637537,27.209518649573287,0.1132086005399322,0.150333899802642,2.7255919602181287,3.5176388397746656,TRUE,MtCO2/month
adjusted to NBS numbers,2013-10-31,Natural Gas,Gas,Total,27.60971614555341,27.441963698588758,27.42689843026863,0.10433745857900112,0.14980997681958064,2.6085573683441083,3.5754429240045056,TRUE,MtCO2/month
adjusted to NBS numbers,2013-11-30,Natural Gas,Gas,Total,28.896939808088796,27.76936206966566,27.577213872470367,0.06657716089537735,0.093710390323265,1.8037853064208633,2.3793115449943656,TRUE,MtCO2/month
adjusted to NBS numbers,2013-12-31,Natural Gas,Gas,Total,34.10851051942198,30.205055491021398,27.937115813183627,0.1449771276579468,0.10662847331555958,4.318823288559113,2.9103886544413626,TRUE,MtCO2/month
adjusted to NBS numbers,2014-01-31,Natural Gas,Gas,Total,34.36447425569065,32.45664152773381,28.307340238388214,0.1484768931268865,0.12171358328851678,4.442693102455049,3.5217672324783393,TRUE,MtCO2/month
adjusted to NBS numbers,2014-02-28,Natural Gas,Gas,Total,29.6765879920323,32.71652425571498,28.482126427452673,0.07605143688671778,0.12439996872095183,2.0974342687735046,3.6196502199292233,TRUE,MtCO2/month
adjusted to NBS numbers,2014-03-31,Natural Gas,Gas,Total,29.97361363721426,31.338225294979072,28.782753513869874,0.13682442973274433,0.12099693046879101,3.607525037006443,3.3825508027450013,TRUE,MtCO2/month
adjusted to NBS numbers,2014-04-30,Natural Gas,Gas,Total,28.46487871569387,29.371693448313476,28.836830943988414,0.02332939093653219,0.07771276716102316,0.6489291614224548,2.1179628224007985,TRUE,MtCO2/month
adjusted to NBS numbers,2014-05-31,Natural Gas,Gas,Total,29.8250596202248,29.42118399104431,29.13867438920014,0.13823340360365366,0.09801054737657755,3.6221213425407264,2.6261918469898724,TRUE,MtCO2/month
adjusted to NBS numbers,2014-06-30,Natural Gas,Gas,Total,28.319348026771774,28.869762120896816,29.332380389633705,0.08942039205242036,0.08242984945989917,2.324472005202761,2.198507503055314,TRUE,MtCO2/month
adjusted to NBS numbers,2014-07-31,Natural Gas,Gas,Total,31.071761082443192,29.738722909813255,29.752255396112325,0.19354087360910532,0.14041854062220582,5.038500077743446,3.6616978084956457,TRUE,MtCO2/month
adjusted to NBS numbers,2014-08-31,Natural Gas,Gas,Total,30.002164061560897,29.797757723591953,29.926207010004227,0.07477837929455688,0.11821429558438767,2.087419366702818,3.1501304832163406,TRUE,MtCO2/month
adjusted to NBS numbers,2014-09-30,Natural Gas,Gas,Total,28.52450054129841,29.86614189510083,30.06979620049953,0.06429023636152276,0.10958577760630828,1.7230702859436278,2.949663243463295,TRUE,MtCO2/month
adjusted to NBS numbers,2014-10-31,Natural Gas,Gas,Total,30.060455237933837,29.529039946931047,30.274024458197896,0.08876364680681892,0.07605418734846658,2.4507390923804273,2.0870762483422887,TRUE,MtCO2/month
adjusted to NBS numbers,2014-11-30,Natural Gas,Gas,Total,29.82882444746477,29.47126007556567,30.351681511479228,0.0322485579983498,0.06128689602701054,0.9318846393759728,1.7018980059000093,TRUE,MtCO2/month
adjusted to NBS numbers,2014-12-31,Natural Gas,Gas,Total,36.859486868788146,32.249588851395586,30.580929540593075,0.08065366407013608,0.06768844907376304,2.7509763493661623,2.0445333603741886,TRUE,MtCO2/month
adjusted to NBS numbers,2015-01-31,Natural Gas,Gas,Total,36.096813143675966,34.26170815330963,30.72529111459185,0.050410749051353454,0.05561470751782527,1.732338887985314,1.8050666255758188,TRUE,MtCO2/month
adjusted to NBS numbers,2015-02-28,Natural Gas,Gas,Total,32.82825011413362,35.26151670886591,30.987929624766963,0.10620028565775441,0.07778920625122243,3.1516621221013175,2.5449924531509325,TRUE,MtCO2/month
adjusted to NBS numbers,2015-03-31,Natural Gas,Gas,Total,31.781563475666122,33.56887557782524,31.138592111304618,0.06031804707748578,0.07117985341702027,1.8079498384518615,2.2306502828461667,TRUE,MtCO2/month
adjusted to NBS numbers,2015-04-30,Natural Gas,Gas,Total,29.21203393666092,31.273949175486887,31.200855046385204,0.026248319145484755,0.06476493194105015,0.7471552209670485,1.9022557271734115,TRUE,MtCO2/month
adjusted to NBS numbers,2015-05-31,Natural Gas,Gas,Total,28.51140684205205,29.835001418126364,31.091383981537476,-0.044045269142796384,0.014065288032188539,-1.3136527781727487,0.41381742708205493,TRUE,MtCO2/month
adjusted to NBS numbers,2015-06-30,Natural Gas,Gas,Total,29.50796486482394,29.077135214512303,31.19043538470849,0.0419718998095755,0.007183055154631246,1.188616838052166,0.2073730936154874,TRUE,MtCO2/month
adjusted to NBS numbers,2015-07-31,Natural Gas,Gas,Total,30.56266700383697,29.52734623690432,31.14801087815797,-0.01638446167423324,-0.007107792542065838,-0.5090940786062212,-0.21137667290893347,TRUE,MtCO2/month
adjusted to NBS numbers,2015-08-31,Natural Gas,Gas,Total,30.503486974533708,30.19137294773154,31.18978778757237,0.016709558415324732,0.013209558510771657,0.5013229129728103,0.3936152241395874,TRUE,MtCO2/month
adjusted to NBS numbers,2015-09-30,Natural Gas,Gas,Total,28.611995630003037,29.89271653612457,31.197079044964422,0.0030673661955256115,8.897915611958407e-4,0.08749508870462819,0.026574641023739076,TRUE,MtCO2/month
